date,time,no,no2,pm10,co2,temp,humi
2013-07-03,00:00,7,24,57,444,26.6,48.4
2013-07-03,01:00,17,29,85,437,26.5,47.2
2013-07-03,02:00,20,29,227,443,26.3,48.3
2013-07-03,03:00,6,17,107,428,25.7,49.7
2013-07-03,04:00,6,16,16,426,25.5,49.4
2013-07-03,05:00,10,21,75,455,25.8,47.6
2013-07-03,06:00,30,33,97,545,25.7,50.6
2013-07-03,07:00,68,48,117,686,25.6,53.1
2013-07-03,08:00,79,45,136,699,25.8,52.4
2013-07-03,09:00,61,36,138,648,26,51.8
2013-07-03,10:00,65,38,135,679,26.1,52.6
2013-07-03,11:00,55,36,143,646,26,51.6
2013-07-03,12:00,69,43,120,664,26.2,49.6
2013-07-03,13:00,55,45,170,708,26.4,49.4
2013-07-03,14:00,45,37,520,784,26.9,47.5
2013-07-03,15:00,53,39,594,805,26.9,46.9
2013-07-03,16:00,42,39,185,836,26.6,46.8
2013-07-03,17:00,51,41,154,927,26.8,45.2
2013-07-03,18:00,45,40,153,869,26.7,44.2
2013-07-03,19:00,36,39,148,728,26.5,45.4
2013-07-03,20:00,20,29,173,614,26.8,45.9
2013-07-03,21:00,19,29,122,582,26.8,44.7
2013-07-03,22:00,14,28,111,544,26.5,44
2013-07-03,23:00,12,25,101,542,26.4,44
2013-07-04,00:00,8,22,78,430,25.5,45.4
2013-07-04,01:00,6,28,186,430,25.1,46
2013-07-04,02:00,5,18,312,412,24.8,46.9
2013-07-04,03:00,7,16,130,413,24.7,47
2013-07-04,04:00,7,18,41,420,25.3,44.7
2013-07-04,05:00,14,21,120,465,25.4,44.8
2013-07-04,06:00,47,38,126,536,25.2,44.7
2013-07-04,07:00,73,54,190,761,25.5,44.3
2013-07-04,08:00,70,52,351,780,25.6,43.3
2013-07-04,09:00,53,51,518,616,25.3,42
2013-07-04,10:00,57,50,437,611,25.4,41.7
2013-07-04,11:00,48,49,198,646,25.7,42.6
2013-07-04,12:00,49,51,271,713,25.9,44
2013-07-04,13:00,41,24,253,701,26.4,46.1
2013-07-04,14:00,72,41,156,815,26.9,47.3
2013-07-04,15:00,95,50,162,807,27.2,48.3
2013-07-04,16:00,72,43,139,914,27.5,49.6
2013-07-04,17:00,59,40,143,931,27.6,50.1
2013-07-04,18:00,51,35,169,938,27.7,50.9
2013-07-04,19:00,53,38,130,720,27.3,49.8
2013-07-04,20:00,32,27,130,619,27.5,48.9
2013-07-04,21:00,35,28,122,595,27.5,48.7
2013-07-04,22:00,38,26,118,582,27.4,49.7
2013-07-04,23:00,32,26,102,552,27.2,50.6
2013-07-05,00:00,25,24,65,464,26.6,51.4
2013-07-05,01:00,27,25,566,471,26.7,50.5
2013-07-05,02:00,33,27,381,475,26.7,51.1
2013-07-05,03:00,20,23,259,445,26.3,52.3
2013-07-05,04:00,11,20,36,445,25.8,52.6
2013-07-05,05:00,10,19,95,473,25.9,50.9
2013-07-05,06:00,23,23,115,521,26,50.9
2013-07-05,07:00,81,29,136,620,26.1,51
2013-07-05,08:00,103,34,241,686,26.5,50.4
2013-07-05,09:00,75,32,265,616,26.6,49.4
2013-07-05,10:00,37,32,163,611,26.7,49
2013-07-05,11:00,29,34,120,633,26.9,48.3
2013-07-05,12:00,27,43,121,740,27.3,47.2
2013-07-05,13:00,12,43,139,726,27.5,44.6
2013-07-05,14:00,6,42,133,837,27.8,42.7
2013-07-05,15:00,5,45,143,884,28.1,39.2
2013-07-05,16:00,2,42,158,982,28.3,40.3
2013-07-05,17:00,4,41,170,1007,28.5,41.8
2013-07-05,18:00,5,42,169,927,28.5,43.7
2013-07-05,19:00,7,39,150,819,28.6,44.6
2013-07-05,20:00,7,36,143,610,28.3,45.5
2013-07-05,21:00,5,32,125,580,28.2,46
2013-07-05,22:00,4,29,99,572,28,45.6
2013-07-05,23:00,6,29,100,542,27.8,45.5
2013-07-06,00:00,8,31,74,463,27.5,45.4
2013-07-06,01:00,4,34,43,406,26.9,45.9
2013-07-06,02:00,2,28,21,396,26.5,47.2
2013-07-06,03:00,2,24,14,394,26.2,48.3
2013-07-06,04:00,2,23,18,408,26.2,48.5
2013-07-06,05:00,7,25,72,437,26.6,47.8
2013-07-06,06:00,15,28,87,465,26.6,48
2013-07-06,07:00,20,33,101,513,26.4,48.8
2013-07-06,08:00,24,33,117,605,26.7,49.1
2013-07-06,09:00,24,35,124,676,27.2,49
2013-07-06,10:00,15,38,118,695,27.3,49.2
2013-07-06,11:00,4,35,112,697,27.7,47.9
2013-07-06,12:00,2,36,106,779,27.9,47.5
2013-07-06,13:00,2,30,115,792,28.3,46.7
2013-07-06,14:00,3,36,138,829,28.5,46.5
2013-07-06,15:00,2,35,147,839,28.6,46.8
2013-07-06,16:00,2,34,135,968,29,48.3
2013-07-06,17:00,3,37,129,961,29.1,48.6
2013-07-06,18:00,2,38,139,816,28.9,47
2013-07-06,19:00,3,41,129,748,28.9,46.9
2013-07-06,20:00,6,40,116,554,28.6,46.2
2013-07-06,21:00,5,40,105,535,28.5,47.2
2013-07-06,22:00,4,39,97,526,28.4,48.1
2013-07-06,23:00,4,37,92,507,28.3,48.7
2013-07-07,00:00,3,33,79,481,28.1,49.1
2013-07-07,01:00,2,30,47,414,27.7,49.9
2013-07-07,02:00,2,24,17,400,27.3,50.9
2013-07-07,03:00,2,22,14,401,27,51.2
2013-07-07,04:00,2,20,20,414,26.9,51.2
2013-07-07,05:00,2,21,54,437,27.1,50.6
2013-07-07,06:00,2,26,63,459,27.1,50.6
2013-07-07,07:00,2,30,94,509,27.2,51
2013-07-07,08:00,2,29,99,533,27.3,50.8
2013-07-07,09:00,2,31,109,590,27.6,50.6
2013-07-07,10:00,2,30,120,613,27.9,50
2013-07-07,11:00,2,26,114,647,28.2,46.7
2013-07-07,12:00,2,26,124,655,28.4,44.6
2013-07-07,13:00,2,26,117,631,28.5,44.4
2013-07-07,14:00,2,28,133,634,28.6,44.2
2013-07-07,15:00,2,31,133,661,28.8,44.6
2013-07-07,16:00,2,32,123,723,28.9,45.7
2013-07-07,17:00,2,33,118,716,29,45.4
2013-07-07,18:00,2,33,121,722,28.9,45.8
2013-07-07,19:00,2,35,110,674,28.9,46.3
2013-07-07,20:00,2,29,121,531,28.9,46.4
2013-07-07,21:00,2,28,108,523,28.8,47.8
2013-07-07,22:00,2,27,93,507,28.6,48.1
2013-07-07,23:00,2,25,78,478,28.5,47.4
2013-07-08,00:00,2,22,54,415,27.9,46.9
2013-07-08,01:00,2,20,24,399,27.5,47.5
2013-07-08,02:00,2,19,10,396,27.6,47.1
2013-07-08,03:00,2,18,7,396,27.2,47.3
2013-07-08,04:00,2,21,15,414,27,46.9
2013-07-08,05:00,2,24,80,459,27.2,46.6
2013-07-08,06:00,8,34,102,527,27.3,46.8
2013-07-08,07:00,17,46,150,618,27.1,47.2
2013-07-08,08:00,27,49,167,703,27.6,47.1
2013-07-08,09:00,18,55,122,620,27.7,46.3
2013-07-08,10:00,11,55,124,647,28,46.4
2013-07-08,11:00,5,54,116,649,28.2,44.7
2013-07-08,12:00,2,50,104,681,28.6,42.2
2013-07-08,13:00,5,48,141,686,28.7,41.7
2013-07-08,14:00,4,50,173,746,28.9,43.1
2013-07-08,15:00,2,43,137,757,29.2,43.1
2013-07-08,16:00,8,45,224,861,29.4,45
2013-07-08,17:00,3,41,161,818,29.5,45.1
2013-07-08,18:00,3,48,138,799,29.5,46
2013-07-08,19:00,2,46,126,695,29.3,46.1
2013-07-08,20:00,2,36,127,546,29.3,45.6
2013-07-08,21:00,2,33,109,507,29.2,44.4
2013-07-08,22:00,2,33,105,491,28.9,43.9
2013-07-08,23:00,2,32,91,465,28.6,44.6
2013-07-09,00:00,2,25,63,405,28,46
2013-07-09,01:00,2,24,118,393,27.5,49.8
2013-07-09,02:00,2,23,134,391,27.3,51.1
2013-07-09,03:00,2,22,71,NA,27.1,51.4
2013-07-09,04:00,2,22,29,400,27,51.1
2013-07-09,05:00,3,27,93,447,27.4,50.2
2013-07-09,06:00,26,46,131,517,27.6,49.5
2013-07-09,07:00,31,59,112,625,27.5,49.7
2013-07-09,08:00,25,61,145,686,27.9,48.8
2013-07-09,09:00,34,58,142,637,28.1,48.5
2013-07-09,10:00,12,59,124,663,28.5,48.8
2013-07-09,11:00,6,61,109,695,28.5,48.5
2013-07-09,12:00,2,50,98,710,28.8,45.6
2013-07-09,13:00,3,52,139,728,29,43.7
2013-07-09,14:00,3,48,140,765,29.2,42.9
2013-07-09,15:00,2,46,157,746,29.3,43.8
2013-07-09,16:00,2,46,161,790,29.4,45.5
2013-07-09,17:00,2,51,153,800,29.6,46.5
2013-07-09,18:00,2,50,147,788,29.6,48.4
2013-07-09,19:00,2,50,141,639,29.4,48.8
2013-07-09,20:00,2,35,108,553,29.3,47.6
2013-07-09,21:00,2,34,121,543,29.3,46.5
2013-07-09,22:00,2,32,129,527,29.1,46.4
2013-07-09,23:00,2,30,89,490,28.8,44.2
2013-07-10,00:00,26,47,193,436,28.2,44.5
2013-07-10,01:00,28,59,NA,443,27.8,45.4
2013-07-10,02:00,47,54,413,432,27.5,45.1
2013-07-10,03:00,2,25,82,415,27.3,44.2
2013-07-10,04:00,2,27,34,434,27.1,43.8
2013-07-10,05:00,4,28,138,471,27.3,44
2013-07-10,06:00,16,38,203,533,27.3,43.7
2013-07-10,07:00,31,48,135,628,27,44.2
2013-07-10,08:00,33,49,174,676,27.4,44.6
2013-07-10,09:00,23,54,164,663,27.8,44.5
2013-07-10,10:00,21,61,112,662,27.8,44.4
2013-07-10,11:00,8,59,119,684,28.3,43.9
2013-07-10,12:00,3,62,121,627,28.4,43.6
2013-07-10,13:00,16,64,135,667,28.8,44.6
2013-07-10,14:00,2,56,154,713,29,46.2
2013-07-10,15:00,2,54,142,736,29.2,44.8
2013-07-10,16:00,4,60,144,826,29.4,42.6
2013-07-10,17:00,4,50,148,829,29.4,44.8
2013-07-10,18:00,4,46,144,736,29.4,45
2013-07-10,19:00,3,43,136,667,29.2,44.3
2013-07-10,20:00,2,31,152,555,29.2,44.5
2013-07-10,21:00,2,26,155,551,29.1,45.1
2013-07-10,22:00,2,24,138,535,28.8,43.6
2013-07-10,23:00,2,23,122,499,28.4,42.6
2013-07-11,00:00,2,19,72,416,27.6,41.7
2013-07-11,01:00,5,30,922,407,26.8,41.5
2013-07-11,02:00,2,20,NA,394,26.4,41.5
2013-07-11,03:00,12,27,622,393,26.1,41.9
2013-07-11,04:00,2,15,130,NA,26.1,40.9
2013-07-11,05:00,2,20,127,412,26.2,39.9
2013-07-11,06:00,10,32,160,471,26.5,38.4
2013-07-11,07:00,25,45,111,566,26.2,37.5
2013-07-11,08:00,15,43,123,609,26.5,35.9
2013-07-11,09:00,14,43,134,551,26.7,34.6
2013-07-11,10:00,11,42,119,576,26.7,34.9
2013-07-11,11:00,3,36,123,592,26.8,34.9
2013-07-11,12:00,4,39,120,604,27.1,35.2
2013-07-11,13:00,2,39,155,624,27.3,35.7
2013-07-11,14:00,4,44,216,702,27.7,36.7
2013-07-11,15:00,3,43,157,705,28,36.9
2013-07-11,16:00,3,43,148,781,28.3,37.1
2013-07-11,17:00,3,46,145,798,28.2,37.7
2013-07-11,18:00,3,47,145,780,28.3,38.2
2013-07-11,19:00,2,41,142,768,28.3,39
2013-07-11,20:00,2,29,142,559,28.3,37.9
2013-07-11,21:00,2,27,142,508,28.2,37.6
2013-07-11,22:00,2,29,134,533,28.1,37.3
2013-07-11,23:00,2,29,148,485,27.9,38.2
2013-07-12,00:00,2,27,135,412,26.9,40.3
2013-07-12,01:00,2,25,337,NA,26.4,41
2013-07-12,02:00,15,39,499,404,26.4,40.1
2013-07-12,03:00,2,25,619,397,26.2,40.1
2013-07-12,04:00,2,18,56,402,26,40.1
2013-07-12,05:00,2,24,121,459,26.2,39.5
2013-07-12,06:00,19,36,155,528,26.2,39.2
2013-07-12,07:00,34,43,131,586,25.7,39.6
2013-07-12,08:00,39,45,152,632,26,39.5
2013-07-12,09:00,28,49,143,576,26.3,38.9
2013-07-12,10:00,13,50,149,580,26.6,38.2
2013-07-12,11:00,6,49,173,603,27,38.1
2013-07-12,12:00,2,42,148,675,27.5,37.5
2013-07-12,13:00,NA,NA,284,679,27.8,38.1
2013-07-12,14:00,4,44,253,752,28.1,38.2
2013-07-12,15:00,3,47,259,759,28.3,37.6
2013-07-12,16:00,4,46,173,832,28.6,39.5
2013-07-12,17:00,6,51,154,835,28.7,40.3
2013-07-12,18:00,7,43,128,920,28.8,42.6
2013-07-12,19:00,9,54,107,722,28.5,41.1
2013-07-12,20:00,5,37,135,636,28.7,40.4
2013-07-12,21:00,3,30,114,555,28.4,39.1
2013-07-12,22:00,3,29,114,546,28.1,39.4
2013-07-12,23:00,4,29,121,524,28,39.5
2013-07-13,00:00,4,26,108,469,27.6,40.3
2013-07-13,01:00,3,24,57,420,27.2,41.2
2013-07-13,02:00,2,20,26,408,26.8,42
2013-07-13,03:00,2,18,19,405,26.6,42.4
2013-07-13,04:00,4,19,22,420,26.6,42.2
2013-07-13,05:00,4,18,95,442,26.6,42.1
2013-07-13,06:00,10,23,99,459,26.4,41.9
2013-07-13,07:00,13,27,70,463,25.5,43.3
2013-07-13,08:00,15,29,71,499,25.7,43.2
2013-07-13,09:00,11,29,89,573,26,43.5
2013-07-13,10:00,13,31,102,599,26.5,43.7
2013-07-13,11:00,7,33,117,634,26.9,43
2013-07-13,12:00,5,32,122,654,27.2,42.2
2013-07-13,13:00,4,33,120,662,27.5,40.4
2013-07-13,14:00,4,39,143,735,27.8,40.5
2013-07-13,15:00,5,44,135,741,28,39.9
2013-07-13,16:00,5,45,141,782,28.3,40.1
2013-07-13,17:00,4,43,133,754,28.4,39.8
2013-07-13,18:00,4,43,132,705,28.4,40.1
2013-07-13,19:00,4,44,120,612,28.1,40.4
2013-07-13,20:00,3,30,127,536,28.3,40.2
2013-07-13,21:00,3,29,142,495,28.4,40.4
2013-07-13,22:00,3,32,147,517,28.3,41.1
2013-07-13,23:00,4,35,147,478,28.2,41.5
2013-07-14,00:00,4,39,121,480,27.9,41.8
2013-07-14,01:00,2,33,75,393,27.6,41.7
2013-07-14,02:00,2,31,29,NA,27.4,42.1
2013-07-14,03:00,2,25,23,NA,27.1,42.9
2013-07-14,04:00,2,22,28,NA,26.9,43.7
2013-07-14,05:00,3,24,98,408,27,44.2
2013-07-14,06:00,5,30,111,423,26.9,44.4
2013-07-14,07:00,4,35,72,432,26.3,45.7
2013-07-14,08:00,2,27,70,438,26.3,45.5
2013-07-14,09:00,2,21,74,469,26.7,43.9
2013-07-14,10:00,2,21,80,493,27,42.8
2013-07-14,11:00,2,19,91,541,27.5,41
2013-07-14,12:00,2,23,114,563,27.9,40.6
2013-07-14,13:00,2,28,93,580,28.1,38.3
2013-07-14,14:00,2,26,113,629,28.4,39.5
2013-07-14,15:00,2,29,125,609,28.6,40
2013-07-14,16:00,3,33,114,632,28.8,39.9
2013-07-14,17:00,3,32,109,625,28.8,40.1
2013-07-14,18:00,3,33,121,617,28.9,41.9
2013-07-14,19:00,4,36,112,570,28.8,43.3
2013-07-14,20:00,4,28,133,490,28.9,43
2013-07-14,21:00,4,31,133,475,28.9,42.9
2013-07-14,22:00,4,34,127,474,28.9,43.6
2013-07-14,23:00,6,41,129,523,28.9,44.6
2013-07-15,00:00,4,46,135,450,28.5,45.9
2013-07-15,01:00,6,41,77,NA,27.9,47.7
2013-07-15,02:00,4,37,419,NA,27.6,48.4
2013-07-15,03:00,36,56,227,NA,27.5,47.2
2013-07-15,04:00,2,27,48,NA,27.3,48.6
2013-07-15,05:00,4,33,109,412,27.5,48.5
2013-07-15,06:00,10,53,133,464,27.7,47.9
2013-07-15,07:00,43,88,121,553,27.8,47.8
2013-07-15,08:00,42,94,170,605,28,47.2
2013-07-15,09:00,62,109,130,579,28.2,46.2
2013-07-15,10:00,25,96,162,610,28.5,45.3
2013-07-15,11:00,7,73,142,618,28.8,43.9
2013-07-15,12:00,7,71,132,628,28.9,42.7
2013-07-15,13:00,7,75,181,637,29.1,42.9
2013-07-15,14:00,8,67,149,716,29.3,44.4
2013-07-15,15:00,12,67,148,740,29.5,43.9
2013-07-15,16:00,7,65,128,740,29.6,43.5
2013-07-15,17:00,7,61,139,774,29.7,44.5
2013-07-15,18:00,5,55,132,682,29.7,43.9
2013-07-15,19:00,5,55,131,600,29.6,44.7
2013-07-15,20:00,6,45,145,514,29.6,44.8
2013-07-15,21:00,8,45,131,459,29.5,44.4
2013-07-15,22:00,7,41,120,441,29.2,45.1
2013-07-15,23:00,4,32,110,422,29,44.6
2013-07-16,00:00,6,36,63,NA,28.2,45.5
2013-07-16,01:00,9,42,NA,NA,27.8,45.1
2013-07-16,02:00,25,59,957,NA,28,44.3
2013-07-16,03:00,2,34,403,NA,27.9,46
2013-07-16,04:00,2,32,34,NA,27.9,46.2
2013-07-16,05:00,8,41,155,401,28.1,46.7
2013-07-16,06:00,31,61,174,468,28.2,47
2013-07-16,07:00,70,88,180,552,28.1,47.8
2013-07-16,08:00,67,90,190,621,28.3,46.5
2013-07-16,09:00,49,92,200,550,28.5,44.3
2013-07-16,10:00,NA,NA,146,646,28.9,43.7
2013-07-16,11:00,5,57,151,642,28.9,42.4
2013-07-16,12:00,3,57,117,662,29,40.8
2013-07-16,13:00,5,60,213,677,29,40.7
2013-07-16,14:00,6,60,236,739,29.3,41.2
2013-07-16,15:00,4,48,239,765,29.5,40.6
2013-07-16,16:00,6,57,231,810,29.5,40.5
2013-07-16,17:00,8,61,218,797,29.6,40.2
2013-07-16,18:00,10,58,211,753,29.5,38.2
2013-07-16,19:00,5,58,171,701,29.5,38
2013-07-16,20:00,6,48,201,635,29.5,39.9
2013-07-16,21:00,5,40,203,588,29.6,39.8
2013-07-16,22:00,5,37,206,589,29.4,40
2013-07-16,23:00,5,40,183,563,29.2,40.5
2013-07-17,00:00,2,38,115,471,28.4,41.6
2013-07-17,01:00,2,30,18,445,27.7,43.1
2013-07-17,02:00,2,27,10,442,28,42.6
2013-07-17,03:00,2,26,16,443,27.8,43.2
2013-07-17,04:00,2,28,22,454,27.4,45.3
2013-07-17,05:00,6,36,137,506,27.9,45.6
2013-07-17,06:00,26,55,242,556,28.1,45.8
2013-07-17,07:00,39,65,237,636,28,46.8
2013-07-17,08:00,34,67,222,697,28.2,46.8
2013-07-17,09:00,31,73,222,640,28.4,45.7
2013-07-17,10:00,14,75,201,645,28.5,45
2013-07-17,11:00,4,63,197,647,28.8,44.2
2013-07-17,12:00,4,61,181,654,29,43.7
2013-07-17,13:00,4,63,192,689,29.3,43.2
2013-07-17,14:00,4,59,227,729,29.5,44.2
2013-07-17,15:00,4,59,230,740,29.5,45.6
2013-07-17,16:00,5,57,215,784,29.7,43.4
2013-07-17,17:00,5,51,223,769,29.7,41.4
2013-07-17,18:00,6,53,233,730,29.8,40.7
2013-07-17,19:00,4,48,194,644,29.6,40
2013-07-17,20:00,4,45,226,568,29.6,43
2013-07-17,21:00,4,38,227,554,29.6,44.1
2013-07-17,22:00,4,38,215,564,29.5,44.7
2013-07-17,23:00,4,36,198,527,29.4,45.2
2013-07-18,00:00,2,35,131,438,28.7,46.8
2013-07-18,01:00,2,31,31,418,27.9,49.1
2013-07-18,02:00,2,25,54,418,27.5,51.3
2013-07-18,03:00,7,30,13,417,27.5,49.6
2013-07-18,04:00,2,26,20,431,27.7,49.1
2013-07-18,05:00,9,34,135,476,27.9,49.3
2013-07-18,06:00,30,45,211,526,28.2,49.3
2013-07-18,07:00,30,52,220,598,27.9,50.3
2013-07-18,08:00,41,57,211,644,28.2,50
2013-07-18,09:00,33,60,199,597,28.3,49.2
2013-07-18,10:00,16,62,170,601,28.5,47.8
2013-07-18,11:00,9,64,159,587,28.9,44.6
2013-07-18,12:00,4,50,172,597,29.2,41.5
2013-07-18,13:00,4,46,192,625,29.3,42.1
2013-07-18,14:00,5,55,185,673,29.5,42.7
2013-07-18,15:00,5,47,175,667,29.6,42.5
2013-07-18,16:00,5,48,195,784,29.9,42.8
2013-07-18,17:00,6,47,214,737,30,43.3
2013-07-18,18:00,5,47,225,674,29.9,44.5
2013-07-18,19:00,4,49,195,629,29.9,45.5
2013-07-18,20:00,5,44,180,580,30,44.3
2013-07-18,21:00,6,43,239,552,29.9,47.4
2013-07-18,22:00,6,36,228,573,29.8,51.3
2013-07-18,23:00,7,32,193,537,29.7,51.3
2013-07-19,00:00,4,31,119,426,28.7,52.1
2013-07-19,01:00,69,41,97,419,28.3,51.9
2013-07-19,02:00,19,29,64,406,27.8,52.2
2013-07-19,03:00,3,24,20,399,27.6,51.9
2013-07-19,04:00,3,23,19,410,27.3,51.7
2013-07-19,05:00,12,28,158,449,28,49.9
2013-07-19,06:00,40,37,223,499,28.4,49
2013-07-19,07:00,44,45,219,555,28.1,49.5
2013-07-19,08:00,35,47,230,608,28.4,48.2
2013-07-19,09:00,16,46,228,561,28.7,47.2
2013-07-19,10:00,10,51,180,595,29.1,46.3
2013-07-19,11:00,6,50,106,634,29.5,44.9
2013-07-19,12:00,4,39,106,662,29.7,43.2
2013-07-19,13:00,4,38,118,666,30,42.9
2013-07-19,14:00,5,40,125,732,30.2,43
2013-07-19,15:00,5,45,120,736,30.4,40.9
2013-07-19,16:00,5,39,130,807,30.5,41
2013-07-19,17:00,5,40,121,817,30.6,40.5
2013-07-19,18:00,6,42,136,800,30.7,41.2
2013-07-19,19:00,4,38,133,689,30.6,44.1
2013-07-19,20:00,5,33,146,570,30.5,44.1
2013-07-19,21:00,5,33,139,553,30.5,44.1
2013-07-19,22:00,5,35,135,554,30.3,43.4
2013-07-19,23:00,5,33,176,551,30.3,42.3
2013-07-20,00:00,4,31,129,518,30,41.6
2013-07-20,01:00,2,27,48,427,29.2,41.5
2013-07-20,02:00,2,27,10,410,28.8,42.4
2013-07-20,03:00,2,23,5,401,28.5,43
2013-07-20,04:00,2,22,14,419,28.4,43.8
2013-07-20,05:00,4,23,89,440,28.7,43.7
2013-07-20,06:00,5,28,103,460,28.6,43.6
2013-07-20,07:00,6,32,49,484,28.2,43.7
2013-07-20,08:00,6,31,72,532,28.4,43.7
2013-07-20,09:00,5,31,81,586,28.7,44.2
2013-07-20,10:00,4,31,92,627,29.2,44.5
2013-07-20,11:00,4,36,99,643,29.5,44.7
2013-07-20,12:00,3,32,89,651,29.8,44.2
2013-07-20,13:00,3,29,90,691,30,42.9
2013-07-20,14:00,3,33,101,735,30.3,42
2013-07-20,15:00,4,37,111,765,30.5,43.3
2013-07-20,16:00,5,39,116,806,30.6,43.5
2013-07-20,17:00,5,43,122,781,30.7,42.9
2013-07-20,18:00,6,45,117,755,30.7,43.3
2013-07-20,19:00,5,38,121,699,30.6,45.4
2013-07-20,20:00,6,33,123,589,30.6,45.2
2013-07-20,21:00,5,28,140,561,30.5,45.7
2013-07-20,22:00,5,26,134,595,30.4,45
2013-07-20,23:00,7,30,142,560,30.4,44.5
2013-07-21,00:00,7,31,129,516,30,44.8
2013-07-21,01:00,6,28,57,421,29.5,45.1
2013-07-21,02:00,2,19,9,406,29,46.2
2013-07-21,03:00,2,16,6,406,28.7,46.4
2013-07-21,04:00,3,17,10,424,28.6,46.6
2013-07-21,05:00,3,17,66,432,28.7,46.1
2013-07-21,06:00,4,22,80,445,28.6,46
2013-07-21,07:00,5,31,48,473,28.2,47.2
2013-07-21,08:00,6,35,49,505,28.4,47.1
2013-07-21,09:00,4,39,64,548,28.7,46.5
2013-07-21,10:00,4,40,64,571,29.1,45.8
2013-07-21,11:00,4,47,70,608,29.6,44.9
2013-07-21,12:00,2,27,65,605,30,41.6
2013-07-21,13:00,3,30,75,632,30.2,40.6
2013-07-21,14:00,3,35,83,651,30.4,38.9
2013-07-21,15:00,3,38,102,662,30.6,39.2
2013-07-21,16:00,3,36,97,678,30.7,39.4
2013-07-21,17:00,5,50,97,670,30.8,39.1
2013-07-21,18:00,4,54,95,651,30.9,38.3
2013-07-21,19:00,4,48,86,633,30.9,37.4
2013-07-21,20:00,7,44,128,598,30.8,38.8
2013-07-21,21:00,11,52,149,602,30.8,39.5
2013-07-21,22:00,10,47,127,600,30.7,40.7
2013-07-21,23:00,5,39,95,537,30.5,40.7
2013-07-22,00:00,3,27,69,452,29.9,42.3
2013-07-22,01:00,2,34,163,440,29.4,44.2
2013-07-22,02:00,2,21,50,438,29.1,44.2
2013-07-22,03:00,2,20,28,429,29.1,44
2013-07-22,04:00,3,26,22,442,29.4,44.1
2013-07-22,05:00,8,34,123,486,29.5,45.6
2013-07-22,06:00,61,76,153,559,29.7,46.3
2013-07-22,07:00,132,119,134,657,29.8,47.3
2013-07-22,08:00,102,99,146,703,30,47.8
2013-07-22,09:00,31,78,133,646,30.1,47.4
2013-07-22,10:00,11,75,103,640,30.3,44.8
2013-07-22,11:00,5,61,83,658,30.5,41.5
2013-07-22,12:00,6,67,101,694,30.8,40.5
2013-07-22,13:00,8,82,100,689,31,39.1
2013-07-22,14:00,7,69,133,735,31.1,40.1
2013-07-22,15:00,5,64,138,790,31.4,40.4
2013-07-22,16:00,7,74,140,812,31.5,40.4
2013-07-22,17:00,5,56,152,780,31.7,41
2013-07-22,18:00,5,48,146,712,31.6,43.8
2013-07-22,19:00,5,50,104,654,31.5,43.5
2013-07-22,20:00,7,46,121,596,31.4,42.5
2013-07-22,21:00,7,41,121,561,31.3,41.5
2013-07-22,22:00,6,38,116,542,31.1,42.5
2013-07-22,23:00,7,39,103,524,30.9,41.8
2013-07-23,00:00,9,41,85,455,30.6,42.1
2013-07-23,01:00,6,46,32,441,30.3,43.1
2013-07-23,02:00,3,37,15,442,30.1,43.6
2013-07-23,03:00,3,23,8,432,30,44.5
2013-07-23,04:00,5,30,15,451,29.9,45.1
2013-07-23,05:00,14,40,96,491,29.9,45.2
2013-07-23,06:00,29,59,117,534,30,44.8
2013-07-23,07:00,39,84,101,618,29.9,44.7
2013-07-23,08:00,41,94,120,655,30.3,44.3
2013-07-23,09:00,16,84,109,601,30.5,41.8
2013-07-23,10:00,23,91,113,633,30.7,41.5
2013-07-23,11:00,10,85,101,652,30.9,39.5
2013-07-23,12:00,15,88,139,662,31,41.8
2013-07-23,13:00,14,69,185,805,30.7,53.2
2013-07-23,14:00,39,86,119,738,30.6,55.1
2013-07-23,15:00,9,67,83,712,30.8,50
2013-07-23,16:00,9,65,99,742,30.9,47.6
2013-07-23,17:00,11,73,123,742,31.1,46.2
2013-07-23,18:00,25,65,148,692,31.1,49.4
2013-07-23,19:00,54,70,120,639,31.1,46.7
2013-07-23,20:00,6,41,115,535,31,45.1
2013-07-23,21:00,7,45,117,536,31,44.9
2013-07-23,22:00,10,44,125,530,30.9,46.2
2013-07-23,23:00,10,46,122,504,30.6,47.2
2013-07-24,00:00,NA,NA,83,NA,30,47.8
2013-07-24,01:00,NA,NA,NA,NA,29.2,49.6
2013-07-24,02:00,17,52,291,NA,28.7,51.6
2013-07-24,03:00,18,44,103,NA,28.4,53.4
2013-07-24,04:00,8,37,28,NA,28.3,54.3
2013-07-24,05:00,4,35,124,NA,28.2,52.1
2013-07-24,06:00,10,55,146,NA,28,50.8
2013-07-24,07:00,28,69,109,NA,27.5,50.5
2013-07-24,08:00,36,67,121,NA,27.8,47.2
2013-07-24,09:00,32,67,136,NA,28,45.2
2013-07-24,10:00,31,70,141,NA,28.3,45.9
2013-07-24,11:00,25,69,158,NA,28.7,46.5
2013-07-24,12:00,13,78,119,NA,28.7,45.5
2013-07-24,13:00,15,88,142,NA,28.9,45.6
2013-07-24,14:00,13,85,152,NA,29.1,46.7
2013-07-24,15:00,13,85,175,NA,29.3,47.3
2013-07-24,16:00,12,96,172,NA,29.4,47.1
2013-07-24,17:00,18,108,204,NA,29.4,51.3
